Tiempo ,U_YAW,U_PITCH,W_YAW,W_PITCH,YAW,PITCH
19.24,3.903,18.978,-0.0,0.0,0.014,-0.002
19.26,3.914,18.975,0.0,0.0,0.014,-0.002
19.28,3.923,18.973,0.0,0.0,0.014,-0.002
19.3,3.931,18.971,0.0,0.0,0.014,-0.002
19.32,4.93,18.809,0.026,0.0,0.016,-0.002
19.34,5.446,18.734,0.041,0.0,0.016,-0.002
19.36,4.651,18.847,0.018,0.0,0.016,-0.002
19.38,4.156,18.917,0.004,0.0,0.016,-0.002
19.4,4.009,18.936,-0.0,0.0,0.016,-0.002
19.42,4.006,18.936,-0.001,0.0,0.016,-0.002
19.44,4.031,18.931,-0.0,0.0,0.016,-0.002
19.46,4.05,18.927,-0.0,0.0,0.016,-0.002
19.48,4.062,18.924,0.0,0.0,0.016,-0.002
19.5,4.072,18.921,0.0,0.0,0.016,-0.002
19.52,4.081,18.919,0.0,0.0,0.016,-0.002
19.54,4.09,18.916,0.0,0.0,0.016,-0.002
19.56,4.099,18.914,-0.0,0.0,0.016,-0.002
19.58,4.108,18.911,-0.0,0.0,0.016,-0.002
19.6,4.117,18.908,-0.0,0.0,0.016,-0.002
19.62,4.126,18.906,-0.0,0.0,0.016,-0.002
19.64,4.135,18.903,0.0,0.0,0.016,-0.002
19.66,4.49,19.474,0.0,-0.026,0.016,-0.004
19.68,5.666,19.583,0.026,-0.041,0.017,-0.004
19.7,5.905,19.08,0.041,-0.018,0.017,-0.004
19.72,4.937,18.925,0.018,-0.004,0.017,-0.004
19.74,4.389,18.911,0.004,0.0,0.017,-0.004
19.76,4.239,18.925,-0.0,0.001,0.017,-0.004
19.78,4.243,18.933,-0.001,0.0,0.017,-0.004
19.8,4.273,18.935,-0.0,0.0,0.017,-0.004
19.82,4.294,18.933,-0.0,-0.0,0.017,-0.004
19.84,4.308,18.93,0.0,-0.0,0.017,-0.004
19.86,4.319,18.928,0.0,-0.0,0.017,-0.004
19.88,4.329,18.926,0.0,-0.0,0.017,-0.004
19.9,4.339,18.924,0.0,0.0,0.017,-0.004
19.92,4.349,18.922,-0.0,0.0,0.017,-0.004
19.94,4.36,18.92,-0.0,0.0,0.017,-0.004
19.96,3.378,19.077,-0.026,0.0,0.016,-0.004
19.98,3.227,19.722,-0.041,-0.026,0.016,-0.005
20.0,4.216,19.876,-0.018,-0.041,0.016,-0.005
20.02,4.452,19.374,-0.004,-0.018,0.016,-0.005
20.04,4.443,19.082,0.0,-0.004,0.016,-0.005
20.06,3.419,19.155,-0.026,0.0,0.014,-0.005
20.08,3.593,20.371,-0.04,-0.052,0.014,-0.009
20.1,5.442,21.954,-0.018,-0.134,0.014,-0.012
20.12,6.788,22.0,-0.004,-0.196,0.014,-0.018
20.14,7.958,22.0,0.0,-0.271,0.014,-0.024
20.16,8.428,22.0,0.001,-0.303,0.014,-0.03
20.18,9.572,22.0,0.027,-0.309,0.016,-0.037
20.2,9.783,22.0,0.041,-0.281,0.016,-0.04
20.22,8.532,22.0,0.018,-0.239,0.016,-0.045
20.24,8.89,22.0,0.004,-0.3,0.016,-0.054
20.26,9.934,22.0,0.026,-0.312,0.017,-0.058
20.28,9.485,22.0,0.04,-0.23,0.017,-0.061
20.3,8.543,22.0,0.018,-0.211,0.017,-0.066
20.32,8.127,22.0,0.004,-0.213,0.017,-0.07
20.34,7.753,22.0,-0.0,-0.19,0.017,-0.073
20.36,7.304,22.0,-0.001,-0.151,0.017,-0.075
20.38,6.174,22.0,-0.027,-0.133,0.016,-0.079
20.4,5.327,22.0,-0.041,-0.103,0.016,-0.079
20.42,5.681,22.0,-0.018,-0.063,0.016,-0.08
20.44,5.35,22.0,-0.03,-0.072,0.014,-0.082
20.46,4.829,22.0,-0.04,-0.056,0.014,-0.082
20.48,4.575,22.0,-0.044,-0.046,0.012,-0.084
20.5,4.544,22.0,-0.044,-0.043,0.012,-0.084
20.52,4.541,22.0,-0.044,-0.043,0.01,-0.086
20.54,4.575,22.0,-0.044,-0.043,0.01,-0.086
20.56,3.88,22.0,-0.044,0.009,0.009,-0.084
20.58,3.552,22.0,-0.044,0.038,0.009,-0.084
20.6,3.061,21.813,-0.044,0.072,0.007,-0.08
20.62,2.213,20.434,-0.044,0.139,0.007,-0.077
20.64,3.44,20.747,-0.017,0.117,0.007,-0.077
20.66,3.195,21.132,-0.029,0.096,0.005,-0.073
20.68,2.255,20.233,-0.04,0.14,0.005,-0.07
20.7,2.705,19.497,-0.017,0.167,0.005,-0.066
20.72,2.721,18.589,-0.004,0.202,0.005,-0.061
20.74,2.661,18.175,0.001,0.217,0.005,-0.058
20.76,1.597,18.09,-0.026,0.22,0.003,-0.052
20.78,0.708,17.484,-0.04,0.246,0.003,-0.047
20.8,1.288,16.922,-0.018,0.259,0.003,-0.042
20.82,3.034,17.002,0.022,0.236,0.005,-0.038
20.84,3.823,16.981,0.041,0.222,0.005,-0.033
20.86,3.056,17.051,0.019,0.218,0.005,-0.03
20.88,2.835,17.504,0.004,0.191,0.005,-0.026
20.9,2.462,17.085,-0.0,0.204,0.005,-0.021
20.92,1.937,16.178,-0.001,0.241,0.005,-0.016
20.94,3.36,16.612,0.026,0.206,0.007,-0.014
20.96,3.774,16.21,0.041,0.208,0.007,-0.007
20.98,3.874,15.976,0.044,0.215,0.009,-0.005
21.0,4.112,16.206,0.045,0.191,0.009,-0.0
21.02,2.958,15.953,0.018,0.204,0.009,0.003
21.04,3.597,16.027,0.03,0.188,0.01,0.007
21.06,4.748,17.172,0.04,0.125,0.01,0.007
21.08,5.292,17.582,0.044,0.093,0.012,0.01
21.1,4.726,16.577,0.044,0.138,0.012,0.014
21.12,5.071,17.003,0.044,0.114,0.014,0.014
21.14,5.269,17.22,0.044,0.094,0.014,0.017
21.16,5.062,16.743,0.044,0.114,0.016,0.019
21.18,5.21,16.908,0.044,0.1,0.016,0.021
21.2,4.376,17.145,0.017,0.091,0.016,0.023
21.22,4.889,17.036,0.029,0.087,0.017,0.024
21.24,5.593,17.477,0.04,0.06,0.017,0.024
21.26,6.283,18.183,0.044,0.02,0.019,0.024
21.28,6.53,18.503,0.044,0.002,0.019,0.024
21.3,5.634,18.695,0.018,-0.002,0.019,0.024
21.32,6.112,18.584,0.03,-0.001,0.021,0.024
21.34,6.475,18.498,0.04,-0.0,0.021,0.024
21.36,5.672,18.59,0.017,-0.0,0.021,0.024
21.38,5.839,17.908,0.03,0.026,0.023,0.026
21.4,6.031,17.567,0.04,0.041,0.023,0.026
21.42,5.85,18.668,0.017,-0.008,0.023,0.024
21.44,5.72,19.259,0.004,-0.037,0.023,0.024
21.46,5.703,19.491,-0.001,-0.045,0.023,0.023
21.48,6.052,20.057,-0.001,-0.072,0.023,0.021
21.5,6.26,20.362,-0.0,-0.085,0.023,0.019
21.52,5.993,19.906,-0.0,-0.062,0.023,0.019
21.54,5.848,19.69,0.0,-0.048,0.023,0.017
21.56,6.149,20.166,0.0,-0.07,0.023,0.016
21.58,6.349,20.488,0.0,-0.083,0.023,0.014
21.6,6.086,20.056,0.0,-0.061,0.023,0.014
21.62,6.29,20.426,-0.0,-0.074,0.023,0.01
21.64,6.423,20.603,-0.0,-0.084,0.023,0.01
21.66,5.179,20.389,-0.026,-0.061,0.021,0.009
21.68,4.514,20.192,-0.041,-0.047,0.021,0.009
21.7,5.296,20.061,-0.018,-0.043,0.021,0.007
21.72,6.153,20.549,-0.004,-0.069,0.021,0.005
21.74,5.184,20.455,-0.026,-0.057,0.019,0.005
21.76,4.249,19.826,-0.04,-0.021,0.019,0.005
21.78,5.171,19.939,-0.018,-0.029,0.019,0.003
21.8,4.804,20.207,-0.03,-0.039,0.017,0.003
21.82,4.184,19.827,-0.04,-0.017,0.017,0.003
21.84,4.843,19.449,-0.017,-0.003,0.017,0.003
21.86,5.291,19.297,-0.004,0.001,0.017,0.003
21.88,4.451,19.425,-0.026,0.001,0.016,0.003
21.9,3.968,19.499,-0.04,0.0,0.016,0.003
21.92,4.767,19.386,-0.018,0.0,0.016,0.003
21.94,5.616,19.885,-0.004,-0.026,0.016,0.002
21.96,5.953,20.129,0.0,-0.041,0.016,0.002
21.98,4.703,19.854,-0.026,-0.018,0.014,0.002
22.0,4.014,19.655,-0.04,-0.004,0.014,0.002
22.02,4.415,18.88,-0.018,0.027,0.014,0.003
22.04,4.744,18.527,-0.004,0.041,0.014,0.003
22.06,5.191,18.937,0.0,0.018,0.014,0.003
22.08,5.389,19.205,0.001,0.004,0.014,0.003
22.1,5.09,18.714,0.0,0.026,0.014,0.005
22.12,4.916,18.446,0.0,0.04,0.014,0.005
22.14,6.184,18.701,0.026,0.018,0.016,0.005
22.16,6.523,18.312,0.041,0.03,0.016,0.007
22.18,5.605,18.232,0.018,0.04,0.016,0.007
22.2,5.391,18.732,0.004,0.017,0.016,0.007
22.22,5.411,19.008,-0.0,0.004,0.016,0.007
22.24,5.457,19.081,-0.001,-0.001,0.016,0.007
22.26,6.475,18.917,0.026,-0.001,0.017,0.007
22.28,6.649,18.253,0.041,0.026,0.017,0.009
22.3,5.678,18.084,0.018,0.041,0.017,0.009
22.32,5.459,18.575,0.004,0.018,0.017,0.009
22.34,5.485,18.858,-0.0,0.004,0.017,0.009
22.36,5.19,18.361,-0.001,0.026,0.017,0.01
22.38,5.042,18.086,-0.0,0.04,0.017,0.01
22.4,5.333,18.496,-0.0,0.018,0.017,0.01
22.42,5.515,18.749,0.0,0.004,0.017,0.01
22.44,5.576,18.822,0.0,-0.0,0.017,0.01
22.46,5.933,19.392,0.0,-0.027,0.017,0.009
22.48,6.111,19.646,0.0,-0.041,0.017,0.009
22.5,5.837,19.204,-0.0,-0.018,0.017,0.009
22.52,6.015,19.498,-0.0,-0.03,0.017,0.007
22.54,6.145,19.677,-0.0,-0.04,0.017,0.007
22.56,5.871,19.235,-0.0,-0.017,0.017,0.007
22.58,6.056,19.54,0.0,-0.03,0.017,0.005
22.6,6.189,19.726,0.0,-0.04,0.017,0.005
22.62,6.262,19.86,0.0,-0.044,0.017,0.003
22.64,6.277,19.864,0.0,-0.044,0.017,0.003
22.66,4.966,19.511,-0.026,-0.018,0.016,0.003
22.68,4.635,19.878,-0.041,-0.03,0.016,0.002
22.7,5.574,19.953,-0.018,-0.04,0.016,0.002
22.72,5.808,19.447,-0.004,-0.017,0.016,0.002
22.74,6.15,19.735,0.0,-0.03,0.016,-0.0
22.76,6.295,19.922,0.001,-0.04,0.016,-0.0
22.78,6.007,19.487,0.0,-0.017,0.016,-0.0
22.8,5.837,19.225,0.0,-0.004,0.016,-0.0
22.82,5.145,19.876,-0.026,-0.026,0.014,-0.002
22.84,4.819,20.212,-0.041,-0.04,0.014,-0.002
22.86,5.358,19.675,-0.018,-0.018,0.014,-0.002
22.88,5.699,19.336,-0.004,-0.004,0.014,-0.002
22.9,5.811,19.23,0.0,0.0,0.014,-0.002
22.92,6.819,19.06,0.027,0.001,0.016,-0.002
22.94,8.316,18.836,0.067,0.0,0.017,-0.002
22.96,7.677,18.309,0.059,0.026,0.017,-0.0
22.98,5.165,16.504,0.022,0.12,0.017,0.005
23.0,2.883,13.917,0.003,0.245,0.017,0.012
23.02,1.648,12.111,-0.001,0.326,0.017,0.019
23.04,0.274,11.486,-0.028,0.352,0.016,0.026
23.06,-1.299,11.369,-0.067,0.354,0.014,0.033
23.08,-2.372,10.65,-0.085,0.378,0.012,0.042
23.1,-3.139,9.57,-0.089,0.417,0.01,0.051
23.12,-3.491,8.872,-0.088,0.434,0.009,0.059
23.14,-4.011,7.853,-0.088,0.464,0.007,0.07
23.16,-3.981,7.791,-0.087,0.452,0.005,0.077
23.18,-3.676,8.129,-0.087,0.414,0.003,0.085
23.2,-3.248,8.744,-0.087,0.369,0.002,0.091
23.22,-2.838,9.292,-0.087,0.324,0.0,0.098
23.24,-2.445,8.084,-0.061,0.359,0.0,0.106
23.26,-2.054,7.787,-0.047,0.358,-0.002,0.112
23.28,-2.269,8.765,-0.069,0.3,-0.003,0.117
23.3,-1.875,8.447,-0.057,0.295,-0.003,0.124
23.32,-1.387,8.607,-0.047,0.274,-0.005,0.127
23.34,0.144,10.73,-0.044,0.158,-0.005,0.127
23.36,0.777,11.674,-0.043,0.099,-0.007,0.131
23.38,0.584,11.328,-0.043,0.11,-0.007,0.133
23.4,1.617,11.282,-0.017,0.098,-0.007,0.134
23.42,2.516,11.796,-0.003,0.063,-0.007,0.134
23.44,2.811,11.956,0.001,0.046,-0.007,0.136
23.46,3.179,12.538,0.001,0.016,-0.007,0.134
23.48,3.975,13.815,0.0,-0.051,-0.007,0.133
23.5,4.69,14.994,0.0,-0.109,-0.007,0.129
23.52,4.945,15.412,-0.0,-0.13,-0.007,0.127
23.54,5.342,16.128,-0.0,-0.16,-0.007,0.122
23.56,7.522,17.945,0.026,-0.252,-0.005,0.115
23.58,7.93,17.743,0.041,-0.245,-0.005,0.113
23.6,7.615,17.027,0.044,-0.201,-0.003,0.108
23.62,8.374,18.338,0.045,-0.258,-0.003,0.101
23.64,9.243,19.753,0.044,-0.321,-0.002,0.094
23.66,9.611,20.484,0.044,-0.347,-0.002,0.087
23.68,10.47,21.942,0.044,-0.405,0.0,0.077
23.7,10.18,21.562,0.044,-0.379,0.0,0.073
23.72,9.373,20.365,0.044,-0.305,0.002,0.066
23.74,9.641,20.926,0.044,-0.321,0.002,0.059
23.76,10.345,22.0,0.044,-0.367,0.003,0.051
23.78,10.691,22.0,0.044,-0.389,0.003,0.044
23.8,9.909,22.0,0.017,-0.394,0.003,0.035
23.82,9.473,22.0,0.003,-0.394,0.003,0.028
23.84,9.073,22.0,-0.001,-0.367,0.003,0.021
23.86,8.621,22.0,-0.001,-0.326,0.003,0.016
23.88,8.148,22.0,-0.0,-0.281,0.003,0.01
23.9,7.993,22.0,-0.0,-0.263,0.003,0.005
23.92,7.669,21.681,0.0,-0.233,0.003,0.002
23.94,6.226,21.225,-0.026,-0.194,0.002,-0.002
23.96,6.239,22.0,-0.041,-0.229,0.002,-0.009
23.98,6.054,22.0,-0.044,-0.228,0.0,-0.011
24.0,4.722,22.0,-0.071,-0.195,-0.002,-0.016
24.02,4.986,21.808,-0.058,-0.178,-0.002,-0.018
24.04,4.972,21.341,-0.048,-0.147,-0.003,-0.021
24.06,3.62,20.719,-0.07,-0.106,-0.005,-0.021
24.08,2.564,20.064,-0.084,-0.063,-0.007,-0.023
24.1,3.485,20.199,-0.061,-0.071,-0.007,-0.024
24.12,4.086,20.446,-0.047,-0.082,-0.009,-0.026
24.14,2.979,20.185,-0.07,-0.06,-0.01,-0.026
24.16,1.944,19.542,-0.083,-0.021,-0.012,-0.026
24.18,1.513,19.258,-0.088,-0.003,-0.014,-0.026
24.2,2.388,19.063,-0.062,0.002,-0.014,-0.026
24.22,2.861,19.037,-0.047,0.001,-0.016,-0.026
24.24,2.023,19.207,-0.069,0.0,-0.017,-0.026
24.26,1.817,19.901,-0.083,-0.026,-0.019,-0.028
24.28,2.772,20.079,-0.061,-0.041,-0.019,-0.028
24.3,2.586,19.049,-0.047,0.008,-0.021,-0.026
24.32,2.383,18.506,-0.043,0.037,-0.021,-0.026
24.34,2.216,18.319,-0.043,0.045,-0.023,-0.024
24.36,2.188,18.331,-0.043,0.045,-0.023,-0.024
24.38,1.766,17.748,-0.044,0.071,-0.024,-0.021
24.4,1.585,17.506,-0.044,0.084,-0.024,-0.021
24.42,2.777,17.747,-0.017,0.062,-0.024,-0.019
24.44,3.103,17.385,-0.003,0.074,-0.024,-0.018
24.46,3.09,17.122,0.001,0.084,-0.024,-0.016
24.48,3.363,17.57,0.001,0.061,-0.024,-0.016
24.5,3.138,17.201,0.0,0.074,-0.024,-0.012
24.52,2.646,16.449,0.0,0.11,-0.024,-0.011
24.54,3.064,17.125,-0.0,0.075,-0.024,-0.011
24.56,3.329,17.521,-0.0,0.051,-0.024,-0.009
24.58,4.407,17.523,0.026,0.043,-0.023,-0.009
24.6,4.893,17.404,0.041,0.042,-0.023,-0.007
24.62,4.07,17.515,0.018,0.043,-0.023,-0.007
24.64,4.866,17.929,0.03,0.017,-0.021,-0.007
24.66,5.033,17.581,0.04,0.029,-0.021,-0.005
24.68,5.071,17.349,0.044,0.04,-0.019,-0.005
24.7,5.358,17.783,0.044,0.017,-0.019,-0.005
24.72,5.213,17.452,0.044,0.03,-0.017,-0.004
24.74,5.073,17.267,0.044,0.04,-0.017,-0.004
24.76,5.393,17.682,0.044,0.017,-0.016,-0.004
24.78,5.554,17.948,0.044,0.004,-0.016,-0.004
24.8,5.302,17.434,0.044,0.026,-0.014,-0.002
24.82,5.122,17.173,0.044,0.04,-0.014,-0.002
24.84,5.438,17.572,0.044,0.018,-0.012,-0.002
24.86,5.948,18.413,0.044,-0.023,-0.012,-0.004
24.88,6.221,18.745,0.044,-0.041,-0.01,-0.004
24.9,5.942,18.327,0.044,-0.019,-0.01,-0.004
