Tiempo ,ANGULO,ESTIMULO,PERTURBACION
58.52,0.66,1.9,0.2
58.54,0.66,1.9,0.2
58.56,0.66,1.9,0.2
58.58,0.66,1.9,0.2
58.6,0.66,1.9,0.2
58.62,0.66,1.9,0.2
58.64,0.661,1.9,0.2
58.66,0.661,1.9,0.2
58.68,0.661,1.9,0.2
58.7,0.661,1.9,0.2
58.72,0.661,1.9,0.2
58.74,0.663,1.9,0.2
58.76,0.663,1.9,0.2
58.78,0.663,1.9,0.2
58.8,0.665,1.9,0.2
58.82,0.665,1.9,0.2
58.84,0.665,1.9,0.2
58.86,0.667,1.9,0.2
58.88,0.667,1.9,0.2
58.9,0.668,1.9,0.2
58.92,0.668,1.9,0.2
58.94,0.67,1.9,0.2
58.96,0.67,1.9,0.2
58.98,0.672,1.9,0.2
59.0,0.672,1.9,0.2
59.02,0.672,1.9,0.2
59.04,0.674,1.9,0.2
59.06,0.674,1.9,0.2
59.08,0.675,1.9,0.2
59.1,0.675,1.9,0.2
59.12,0.677,1.9,0.2
59.14,0.677,1.9,0.2
59.16,0.677,1.9,0.2
59.18,0.679,1.9,0.2
59.2,0.679,1.9,0.2
59.22,0.679,1.9,0.2
59.24,0.679,1.9,0.2
59.26,0.679,1.9,0.2
59.28,0.681,1.9,0.2
59.3,0.681,1.9,0.2
59.32,0.681,1.9,0.2
59.34,0.681,1.9,0.2
59.36,0.681,1.9,0.2
59.38,0.681,1.9,0.2
59.4,0.681,1.9,0.2
59.42,0.679,1.9,0.2
59.44,0.679,1.9,0.2
59.46,0.679,1.9,0.2
59.48,0.679,1.9,0.2
59.5,0.677,1.9,0.2
59.52,0.677,1.9,0.2
59.54,0.677,1.9,0.2
59.56,0.675,1.9,0.2
59.58,0.675,1.9,0.2
59.6,0.674,1.9,0.2
59.62,0.674,1.9,0.2
59.64,0.672,1.9,0.2
59.66,0.672,1.9,0.2
59.68,0.67,1.9,0.2
59.7,0.67,1.9,0.2
59.72,0.668,1.9,0.2
59.74,0.667,1.9,0.2
59.76,0.667,1.9,0.2
59.78,0.665,1.9,0.2
59.8,0.665,1.9,0.2
59.82,0.663,1.9,0.2
59.84,0.661,1.9,0.2
59.86,0.661,1.9,0.2
59.88,0.66,1.9,0.2
59.9,0.66,1.9,0.2
59.92,0.658,1.9,0.2
59.94,0.656,1.9,0.2
59.96,0.656,1.9,0.2
59.98,0.654,1.9,0.2
60.0,0.654,1.9,0.2
60.02,0.653,0.0,0.0
60.04,0.653,0.0,0.0
60.06,0.651,0.0,0.0
60.08,0.648,0.0,0.0
60.1,0.644,0.0,0.0
60.12,0.639,0.0,0.0
60.14,0.632,0.0,0.0
60.16,0.621,0.0,0.0
60.18,0.611,0.0,0.0
60.2,0.597,0.0,0.0
60.22,0.581,0.0,0.0
60.24,0.562,0.0,0.0
60.26,0.541,0.0,0.0
60.28,0.517,0.0,0.0
60.3,0.49,0.0,0.0
60.32,0.463,0.0,0.0
60.34,0.431,0.0,0.0
60.36,0.398,0.0,0.0
60.38,0.365,0.0,0.0
60.4,0.328,0.0,0.0
60.42,0.29,0.0,0.0
60.44,0.251,0.0,0.0
60.46,0.209,0.0,0.0
60.48,0.169,0.0,0.0
60.5,0.127,0.0,0.0
60.52,0.086,0.0,0.0
60.54,0.044,0.0,0.0
60.56,0.002,0.0,0.0
60.58,-0.04,0.0,0.0
60.6,-0.08,0.0,0.0
60.62,-0.12,0.0,0.0
60.64,-0.157,0.0,0.0
60.66,-0.194,0.0,0.0
60.68,-0.227,0.0,0.0
60.7,-0.26,0.0,0.0
60.72,-0.29,0.0,0.0
60.74,-0.316,0.0,0.0
60.76,-0.34,0.0,0.0
60.78,-0.361,0.0,0.0
60.8,-0.38,0.0,0.0
60.82,-0.396,0.0,0.0
60.84,-0.408,0.0,0.0
60.86,-0.415,0.0,0.0
60.88,-0.422,0.0,0.0
60.9,-0.424,0.0,0.0
60.92,-0.422,0.0,0.0
60.94,-0.417,0.0,0.0
60.96,-0.41,0.0,0.0
60.98,-0.398,0.0,0.0
61.0,-0.384,0.0,0.0
61.02,-0.367,0.0,0.0
61.04,-0.347,0.0,0.0
61.06,-0.325,0.0,0.0
61.08,-0.298,0.0,0.0
61.1,-0.271,0.0,0.0
61.12,-0.241,0.0,0.0
61.14,-0.209,0.0,0.0
61.16,-0.176,0.0,0.0
61.18,-0.141,0.0,0.0
61.2,-0.105,0.0,0.0
61.22,-0.068,0.0,0.0
61.24,-0.031,0.0,0.0
61.26,0.005,0.0,0.0
61.28,0.044,0.0,0.0
61.3,0.08,0.0,0.0
61.32,0.117,0.0,0.0
61.34,0.154,0.0,0.0
61.36,0.187,0.0,0.0
61.38,0.22,0.0,0.0
61.4,0.251,0.0,0.0
61.42,0.281,0.0,0.0
61.44,0.311,0.0,0.0
61.46,0.335,0.0,0.0
61.48,0.358,0.0,0.0
61.5,0.379,0.0,0.0
61.52,0.394,0.0,0.0
61.54,0.41,0.0,0.0
61.56,0.421,0.0,0.0
61.58,0.429,0.0,0.0
61.6,0.435,0.0,0.0
61.62,0.436,0.0,0.0
61.64,0.435,0.0,0.0
61.66,0.429,0.0,0.0
61.68,0.422,0.0,0.0
61.7,0.412,0.0,0.0
61.72,0.398,0.0,0.0
61.74,0.38,0.0,0.0
61.76,0.361,0.0,0.0
61.78,0.339,0.0,0.0
61.8,0.314,0.0,0.0
61.82,0.288,0.0,0.0
61.84,0.258,0.0,0.0
61.86,0.227,0.0,0.0
61.88,0.194,0.0,0.0
61.9,0.161,0.0,0.0
61.92,0.124,0.0,0.0
61.94,0.089,0.0,0.0
61.96,0.052,0.0,0.0
61.98,0.014,0.0,0.0
62.0,-0.024,0.0,0.0
62.02,-0.061,0.0,0.0
62.04,-0.098,0.0,0.0
62.06,-0.133,0.0,0.0
62.08,-0.168,0.0,0.0
62.1,-0.201,0.0,0.0
62.12,-0.234,0.0,0.0
62.14,-0.264,0.0,0.0
62.16,-0.291,0.0,0.0
62.18,-0.318,0.0,0.0
62.2,-0.34,0.0,0.0
62.22,-0.361,0.0,0.0
62.24,-0.38,0.0,0.0
62.26,-0.396,0.0,0.0
62.28,-0.408,0.0,0.0
62.3,-0.417,0.0,0.0
62.32,-0.424,0.0,0.0
62.34,-0.426,0.0,0.0
62.36,-0.426,0.0,0.0
62.38,-0.422,0.0,0.0
62.4,-0.417,0.0,0.0
62.42,-0.407,0.0,0.0
62.44,-0.394,0.0,0.0
62.46,-0.379,0.0,0.0
62.48,-0.361,0.0,0.0
62.5,-0.34,0.0,0.0
62.52,-0.316,0.0,0.0
62.54,-0.291,0.0,0.0
62.56,-0.264,0.0,0.0
62.58,-0.234,0.0,0.0
62.6,-0.201,0.0,0.0
62.62,-0.168,0.0,0.0
62.64,-0.134,0.0,0.0
62.66,-0.098,0.0,0.0
62.68,-0.063,0.0,0.0
62.7,-0.026,0.0,0.0
62.72,0.01,0.0,0.0
62.74,0.047,0.0,0.0
62.76,0.084,0.0,0.0
62.78,0.119,0.0,0.0
62.8,0.154,0.0,0.0
62.82,0.187,0.0,0.0
62.84,0.218,0.0,0.0
62.86,0.25,0.0,0.0
62.88,0.279,0.0,0.0
62.9,0.305,0.0,0.0
62.92,0.328,0.0,0.0
62.94,0.351,0.0,0.0
62.96,0.368,0.0,0.0
62.98,0.386,0.0,0.0
63.0,0.398,0.0,0.0
63.02,0.408,0.0,0.0
63.04,0.415,0.0,0.0
63.06,0.419,0.0,0.0
63.08,0.421,0.0,0.0
63.1,0.419,0.0,0.0
63.12,0.414,0.0,0.0
63.14,0.405,0.0,0.0
63.16,0.393,0.0,0.0
63.18,0.379,0.0,0.0
63.2,0.361,0.0,0.0
63.22,0.342,0.0,0.0
63.24,0.319,0.0,0.0
63.26,0.295,0.0,0.0
63.28,0.269,0.0,0.0
63.3,0.239,0.0,0.0
63.32,0.209,0.0,0.0
63.34,0.178,0.0,0.0
63.36,0.143,0.0,0.0
63.38,0.11,0.0,0.0
63.4,0.073,0.0,0.0
63.42,0.038,0.0,0.0
63.44,0.002,0.0,0.0
63.46,-0.033,0.0,0.0
63.48,-0.07,0.0,0.0
63.5,-0.105,0.0,0.0
63.52,-0.14,0.0,0.0
63.54,-0.173,0.0,0.0
63.56,-0.204,0.0,0.0
63.58,-0.234,0.0,0.0
63.6,-0.262,0.0,0.0
63.62,-0.29,0.0,0.0
63.64,-0.312,0.0,0.0
63.66,-0.335,0.0,0.0
63.68,-0.354,0.0,0.0
63.7,-0.37,0.0,0.0
63.72,-0.384,0.0,0.0
63.74,-0.396,0.0,0.0
63.76,-0.403,0.0,0.0
63.78,-0.408,0.0,0.0
63.8,-0.41,0.0,0.0
63.82,-0.41,0.0,0.0
63.84,-0.405,0.0,0.0
63.86,-0.398,0.0,0.0
63.88,-0.387,0.0,0.0
63.9,-0.375,0.0,0.0
63.92,-0.36,0.0,0.0
63.94,-0.34,0.0,0.0
63.96,-0.319,0.0,0.0
63.98,-0.297,0.0,0.0
64.0,-0.271,0.0,0.0
64.02,-0.243,0.0,0.0
64.04,-0.213,0.0,0.0
64.06,-0.182,0.0,0.0
64.08,-0.15,0.0,0.0
64.1,-0.117,0.0,0.0
64.12,-0.082,0.0,0.0
